total_matches,total_goals,total_home_goals,total_away_goals,total_yellow_cards,total_red_cards,avg_goals_per_match,avg_home_goals_per_match,avg_away_goals_per_match
380,1115,575,540,1539,52,2.93,1.51,1.42
